candidate_index,max_rules,max_trees,min_impurity_decrease,max_features,max_depth,mean_train_macro_f1,std_train_macro_f1,mean_valid_macro_f1,std_valid_macro_f1,mean_train_roc_auc,std_train_roc_auc,mean_valid_roc_auc,std_valid_roc_auc
2,8,,0.0,sqrt,2.0,0.8129476981049887,0.008014562475030003,0.7710227424812215,0.05291242103084907,0.8834287350621274,0.009599167873895172,0.8399694039434916,0.052165154953845515
30,24,3.0,0.0005,,10.0,0.9322930031761401,0.008361942365789254,0.7705597915513233,0.03452238405630063,0.9606300514518008,0.015955511756577626,0.787900620778226,0.04056597738423792
26,32,3.0,0.0001,sqrt,6.0,0.9099806010220937,0.012145181182563136,0.7633860132178679,0.07339620747963714,0.9584528470232142,0.009372092020810662,0.790775855556395,0.07104149468365543
9,48,3.0,0.005,,2.0,0.8530163057620979,0.004507087328126571,0.7600108632517525,0.03711554564293424,0.9036435887175223,0.008521947830232874,0.8087708695323714,0.03184603764408662
6,16,4.0,0.0001,,,0.9111061082982619,0.011552192642088767,0.7584386700005009,0.01964279436975778,0.9376047532621719,0.00951970885152494,0.7719536148674171,0.04861102359944307
17,32,,0.0001,,2.0,0.9344419136003822,0.013714246427591108,0.7575663877160627,0.036836564001786316,0.9799760318626799,0.007760428388530195,0.8266328316917313,0.030899557290541474
36,48,3.0,0.005,,10.0,0.9713942742966966,0.013673116623933652,0.7533992667265632,0.011045116834270875,0.9943480214631382,0.004800053420914139,0.7775588215373312,0.031467510509633444
29,6,,0.01,,4.0,0.8345380866729393,0.00903736586027805,0.7533733265308025,0.04562149717902205,0.8824362749888502,0.016872593729940613,0.7820895843156459,0.06564635017769313
11,16,6.0,0.0005,sqrt,6.0,0.8508613195323654,0.01163225007812444,0.7531290317002811,0.061158102391530564,0.9226784769513883,0.017093308293621035,0.8050445394700851,0.06236022652883583
37,6,6.0,0.0005,sqrt,6.0,0.8089183508153683,0.018128899145272537,0.7524176022508212,0.06397977995264882,0.8542590812194103,0.013834605095852819,0.8151829836951283,0.056750262372359354
39,16,6.0,0.0001,sqrt,6.0,0.8591875471701949,0.010023579083378486,0.7513640973981754,0.04020422479164468,0.9322363969364617,0.010773392105121255,0.8146155434219129,0.05184605691038506
27,32,,0.001,log2,5.0,0.8962755334581252,0.01235242499170124,0.7502503389800392,0.05980091669540447,0.9569316255338165,0.011837515175710476,0.7925742042290028,0.044974951450741915
25,12,,0.0,log2,5.0,0.8186981186168497,0.012808815996374092,0.7470194639424327,0.06403545981026121,0.8875635483133791,0.010043518885447597,0.8029251861943925,0.0485046906832303
24,12,3.0,0.005,,10.0,0.8840146252097032,0.011953078548875562,0.7463029354774271,0.043406601955858576,0.9248608854343956,0.008205589957131259,0.7680917256488473,0.041113527961846634
4,32,3.0,0.0005,sqrt,,0.9325640315223896,0.010226834495386987,0.7453574380756431,0.050733463814585766,0.9746205820701,0.010389735600807361,0.7820663995644392,0.052795359375987796
12,8,6.0,0.01,sqrt,3.0,0.8102247339891395,0.011570800112707296,0.7437749884446692,0.0378176149858491,0.8716304924366381,0.011450845558899842,0.8054984982012281,0.06900870588606636
5,24,2.0,0.001,,3.0,0.8456232576539335,0.017472989752860393,0.7427419121565956,0.04257736801660352,0.8957970645905439,0.01654452473454596,0.7525781313090526,0.04075484938692895
7,16,,0.005,log2,4.0,0.8402053630183183,0.02889845395728903,0.7407316861241771,0.032452096752234746,0.9133178187959009,0.01931064754005741,0.8158426745303785,0.042117685178309563
31,32,2.0,0.005,,8.0,0.9414674705584118,0.008353612745969328,0.7387841893076971,0.04152651975504093,0.9684091402880182,0.012992785085161303,0.7598932459433199,0.030982021205933838
34,16,2.0,0.0001,,4.0,0.8685816503736128,0.013118024530232808,0.738465404732977,0.04364890709185619,0.9169480520758091,0.010985202945440342,0.7784699627220462,0.05335557047480861
14,4,4.0,0.001,,6.0,0.8235147511265302,0.014860229126995805,0.7373143917808449,0.06135226390832002,0.8386019936389797,0.01778462396612139,0.7620007463405866,0.06833196870785159
10,12,8.0,0.0,sqrt,8.0,0.8378627134973844,0.012007879779239769,0.7339988312731995,0.047680309224117944,0.9024913370773836,0.011427881294692533,0.7913111888567312,0.05805130906085021
21,32,8.0,0.0005,sqrt,6.0,0.9273157082338415,0.004885216593771784,0.7338906169440393,0.04609887462272254,0.9674712394804432,0.009436614225080568,0.7798344439437,0.05463708408837127
8,12,8.0,0.0,log2,5.0,0.8206467995703763,0.024999601787993906,0.732456643313932,0.033795877122496765,0.8890010367265383,0.014985409540130397,0.7821435735256191,0.05836874371713387
32,16,2.0,0.01,sqrt,3.0,0.8041903987641554,0.02126622673625623,0.7222657464923842,0.030535312509311054,0.8576524441024883,0.009573128800354077,0.7707757839181187,0.03736104807855624
23,6,2.0,0.005,sqrt,4.0,0.7988098527079496,0.01348152618162814,0.7158195640284651,0.038522918251516484,0.8509326571549224,0.017751637172870736,0.7597611384494352,0.05084513644012718
28,6,,0.0001,log2,5.0,0.765390938421047,0.022496933662515418,0.7148800463532494,0.04596501251673451,0.8071550598022956,0.01922621248526093,0.7623162478215451,0.030802003919385028
33,32,1.0,0.01,sqrt,6.0,0.8025026470782539,0.016389558033853467,0.7116768529503469,0.03745605007557195,0.8228889977134635,0.01922241801939416,0.7126623258213003,0.03947472705215674
19,32,1.0,0.0005,,4.0,0.8129398612686503,0.020297873347748643,0.7114333428647839,0.07064044084245166,0.8345525336293587,0.022839685475060604,0.7312839142112104,0.04641221125744676
38,48,6.0,0.0005,log2,2.0,0.8217119897357401,0.02105670800964585,0.7099788211849517,0.04765504969726619,0.8966017905672927,0.010959883922500272,0.77258572496633,0.047319630406891
3,24,4.0,0.0001,log2,,0.872074694080737,0.011072229252052814,0.7056120329029497,0.08084360888070409,0.9318544413576089,0.002621713809433699,0.7813052754426594,0.08915167592238017
13,24,1.0,0.0005,log2,8.0,0.7914233166865319,0.041330729698276156,0.6971252080672645,0.056205439562495005,0.8661048737254724,0.026038091774462535,0.7500591341407183,0.04537498139296413
15,8,3.0,0.0005,sqrt,6.0,0.8050748661305811,0.02917800218999684,0.694364584167234,0.041725662568095075,0.8680661315625603,0.02582866782864276,0.7663637778640332,0.049490551427118036
40,6,3.0,0.0,log2,6.0,0.7257159418658683,0.07932260596329153,0.6901521281296897,0.0896285368355444,0.8050333220366301,0.06231640888096047,0.772161235616988,0.06249200390446395
35,8,,0.0005,sqrt,2.0,0.787471696988493,0.01764083543668143,0.679384209176729,0.029265356416805586,0.8658700802434509,0.014923910050027096,0.7653792074462127,0.04267264359987059
20,32,2.0,0.005,log2,5.0,0.7861992907451985,0.039307079574084455,0.6761461018995011,0.049820422627367925,0.8648901239967577,0.017158766128981873,0.7457998153034989,0.03651759148782779
16,4,4.0,0.005,sqrt,10.0,0.7226981130907356,0.0542267405251513,0.6736132657408358,0.05715671809243119,0.790657300389796,0.027678740706260495,0.7457589814860643,0.07074618579230353
1,4,,0.0005,log2,2.0,0.6762788881670982,0.10102461590641702,0.626554139564775,0.12058814146048198,0.7399435278159399,0.05375203972818132,0.6719240803599107,0.11005952782422146
22,16,1.0,0.0,sqrt,2.0,0.6602282692623763,0.05467661232353313,0.6067332407446161,0.055779129917914345,0.7033343601478614,0.029170412198641027,0.6513737616347074,0.06014261149555866
18,8,,0.01,log2,8.0,0.6668763160172063,0.21534055479277114,0.5892117058324892,0.18264178452952035,0.7791317563424662,0.14439443628300502,0.7275611334998815,0.13889644501657508
