task,feature_set_name,selection_metric,mean_valid_macro_f1,std_valid_macro_f1,mean_valid_roc_auc,std_valid_roc_auc,mean_train_macro_f1,mean_train_roc_auc,num_surviving_features,best_params_json
CYP2D6_Substrate_CarbonMangels,fg_top_level,macro_f1,0.805151220915597,0.013798354392294467,0.8802911534154534,0.011433145816887062,0.7891916275514534,0.9085687839870416,168,/data1/tianang/Projects/Intern-S1/train/tree/results/fg_top_level_n10/CYP2D6_Substrate_CarbonMangels/fg_top_level/best_params.json
CYP3A4_Substrate_CarbonMangels,fg_top_level,macro_f1,0.6742067818377885,0.014937066585520643,0.6800366300366301,0.004318617627308288,0.7055620289598306,0.7945755716470436,163,/data1/tianang/Projects/Intern-S1/train/tree/results/fg_top_level_n10/CYP3A4_Substrate_CarbonMangels/fg_top_level/best_params.json
CYP2C9_Substrate_CarbonMangels,fg_top_level,macro_f1,0.6305089238723259,0.022995954254785102,0.7081277213352685,0.007821302516869393,0.7710629103401315,0.9064296296296297,159,/data1/tianang/Projects/Intern-S1/train/tree/results/fg_top_level_n10/CYP2C9_Substrate_CarbonMangels/fg_top_level/best_params.json
SARSCoV2_3CLPro_Diamond,fg_top_level,macro_f1,0.5656932479923773,0.04193249173714146,0.5526562499999998,0.0077434448083524236,0.7408748296846855,0.9100418259176462,97,/data1/tianang/Projects/Intern-S1/train/tree/results/fg_top_level_n10/SARSCoV2_3CLPro_Diamond/fg_top_level/best_params.json
