task,feature_set_name,selection_metric,mean_valid_macro_f1,std_valid_macro_f1,mean_valid_roc_auc,std_valid_roc_auc,mean_train_macro_f1,mean_train_roc_auc,num_surviving_features,best_params_json
Pgp_Broccatelli,fg_top_level,macro_f1,0.8678514265729719,0.0038182762929427293,0.9497699827487063,0.0025806562015315213,0.98790467192837,0.9996050557353874,165,/data1/tianang/Projects/Intern-S1/train/tree/results/fg_top_level_n10/Pgp_Broccatelli/fg_top_level/best_params.json
Skin_Reaction,fg_top_level,macro_f1,0.7206349206349206,0.0,0.7095959595959596,0.0,0.8243791296422875,0.905574912891986,88,/data1/tianang/Projects/Intern-S1/train/tree/results/fg_top_level_n10/Skin_Reaction/fg_top_level/best_params.json
hERG,fg_top_level,macro_f1,0.6825396825396826,0.0,0.7338461538461539,0.003945719807522305,0.9313044775361787,0.9879240500599724,154,/data1/tianang/Projects/Intern-S1/train/tree/results/fg_top_level_n10/hERG/fg_top_level/best_params.json
SARSCoV2_Vitro_Touret,fg_top_level,macro_f1,0.6078647952001145,0.019332560375469834,0.6696691176470588,0.004360403645749298,0.6887388768595786,0.9399065354386462,209,/data1/tianang/Projects/Intern-S1/train/tree/results/fg_top_level_n10/SARSCoV2_Vitro_Touret/fg_top_level/best_params.json
