candidate_index,max_rules,max_trees,min_impurity_decrease,max_features,max_depth,mean_train_macro_f1,std_train_macro_f1,mean_valid_macro_f1,std_valid_macro_f1,mean_train_roc_auc,std_train_roc_auc,mean_valid_roc_auc,std_valid_roc_auc
20,32,2.0,0.005,log2,5.0,0.8697543173243183,0.0302855549803691,0.7725228338670306,0.05801992139709136,0.9273281315161617,0.022646667215258643,0.8169994879672299,0.043376012267402
12,8,6.0,0.01,sqrt,3.0,0.8146516000946052,0.014938349056902875,0.7712912818171358,0.03806913051048492,0.8845172402523124,0.012991475440197926,0.825018561187916,0.06235430533256927
8,12,8.0,0.0,log2,5.0,0.8351480460252672,0.022359023643168472,0.7663880718190994,0.06532384980260712,0.9134170042814654,0.011992835484313784,0.8198198284690221,0.0826141988580652
34,16,2.0,0.0001,,4.0,0.8737259293677525,0.012205627142233964,0.7625250311188154,0.07231356776403605,0.9324944589338824,0.010528019653577221,0.7968695596518177,0.09389973538856473
24,12,3.0,0.005,,10.0,0.8859655871585528,0.010848396120673853,0.7591849951117741,0.036471541740930764,0.938232833284309,0.01650433823949627,0.7961123911930363,0.05951813499426056
16,4,4.0,0.005,sqrt,10.0,0.7821354644925338,0.02269530773625894,0.7575421115810079,0.08873893374195896,0.8314211275615258,0.017090464132863244,0.7901324884792627,0.07949980686889362
6,16,4.0,0.0001,,,0.9058749458687009,0.01006717662248131,0.7571336044433519,0.056346908710619106,0.958689983985358,0.015329657416333388,0.7866234639016898,0.07896304429717141
23,6,2.0,0.005,sqrt,4.0,0.7998742632898915,0.02591315523285286,0.7560375174132645,0.026476808265481308,0.8504506847076512,0.018543221685503354,0.7803869047619048,0.04757183181009636
27,32,,0.001,log2,5.0,0.94239637707094,0.012368160368000534,0.7531824563311412,0.0657355541181661,0.985215885217505,0.006368282143988831,0.79173099078341,0.06834425346993842
30,24,3.0,0.0005,,10.0,0.9468839087858065,0.011314363263348368,0.7491641625815648,0.04189711523503794,0.9830240899434586,0.00860515168844478,0.7681304403481823,0.08391152921413815
15,8,3.0,0.0005,sqrt,6.0,0.8327640291049432,0.018714394993983263,0.7487880485338808,0.053380168003928474,0.8771718665228617,0.01819576010814365,0.7592277905785969,0.059081305001594114
5,24,2.0,0.001,,3.0,0.8541695090335096,0.01716431671484018,0.7473681420296684,0.07093962452479004,0.9136744347485047,0.014343098720674036,0.798176523297491,0.09565097412095963
9,48,3.0,0.005,,2.0,0.8550359395466993,0.020305234532774948,0.741607302579838,0.06931071568913989,0.9109289747360851,0.013973591408527773,0.795937980030722,0.06319075417172697
31,32,2.0,0.005,,8.0,0.9567918384103347,0.010875198792576764,0.7412009557651646,0.07889675126619634,0.9876834957675589,0.002208731327465401,0.7651708909370201,0.08625212453109735
35,8,,0.0005,sqrt,2.0,0.7968612339463682,0.041369203927271905,0.7383461195869296,0.07495474391906735,0.8694411203712782,0.030889687152929415,0.7715946620583718,0.08430479947009811
39,16,6.0,0.0001,sqrt,6.0,0.8719595236585903,0.013455655326250846,0.7372568605844776,0.07175367607276012,0.9458162251201099,0.011017723775488455,0.8093634792626728,0.07992160203180922
17,32,,0.0001,,2.0,0.9455021277924136,0.013451751765055416,0.7367517234546432,0.07650595470459481,0.9887293617021277,0.0038092400109857615,0.8008266129032258,0.06419568652135381
2,8,,0.0,sqrt,2.0,0.8008949641445934,0.0177514146035356,0.7365659910470322,0.08196259214883181,0.8615562362323104,0.015296716349834687,0.8064032898105479,0.06545593014211619
19,32,1.0,0.0005,,4.0,0.8302619232777573,0.02031472548002726,0.7345887991056397,0.06343880106552947,0.8685511834493577,0.023373195550646212,0.7669873271889402,0.055126783487156134
4,32,3.0,0.0005,sqrt,,0.9591460636661978,0.010885692730247577,0.7329345085761416,0.0573199256341112,0.9886539464653398,0.006323823406329013,0.7483707757296466,0.04588493077978301
10,12,8.0,0.0,sqrt,8.0,0.8518260773343223,0.028421440799299886,0.7324064830919409,0.05437278475206863,0.9152773448377293,0.01726135003343084,0.762169418842806,0.058159551282961616
32,16,2.0,0.01,sqrt,3.0,0.8227988712787674,0.01917270171549854,0.7307542987458241,0.02507589647066363,0.8766277099062,0.022807429438179334,0.7773358294930875,0.04495316599686275
