candidate_index,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,criterion,class_weight,bootstrap,mean_train_macro_f1,std_train_macro_f1,mean_valid_macro_f1,std_valid_macro_f1,mean_train_roc_auc,std_train_roc_auc,mean_valid_roc_auc,std_valid_roc_auc
28,200,100,1,log2,4.0,entropy,balanced,True,0.7999513574398541,0.005762405422718049,0.6896725994958368,0.03502894305080456,0.8860479326498745,0.0023499922220012112,0.7263589743589743,0.009941842720863764
29,150,2,1,log2,4.0,entropy,balanced_subsample,True,0.8177253070907557,0.008422470182178867,0.6848711817257997,0.0192958761822086,0.9135696019191165,0.0031215846792045994,0.7215384615384616,0.007811049339347589
3,400,20,1,log2,,gini,balanced,False,0.9313044775361787,0.004271908813095657,0.6825396825396826,0.0,0.9879240500599724,0.0003799328086801062,0.7338461538461539,0.003945719807522305
19,700,50,1,log2,30.0,gini,balanced,True,0.851732442652931,0.00359713222970623,0.6820020162485916,0.010102966201153996,0.9422273519360898,0.0008719756562062655,0.7492307692307691,0.004253628995554445
26,100,5,4,sqrt,30.0,gini,,False,0.7809895445453631,0.009845594398884319,0.6743944427665358,0.003334340078526088,0.9237015411772693,0.001581885712235101,0.7086153846153846,0.006697365217359799
33,100,20,4,,8.0,gini,,True,0.7998833958860764,0.005805886100552741,0.6651950141834198,0.012126708506431794,0.9126417272048342,0.0015661532265703066,0.7104615384615385,0.006167506206511973
20,200,100,5,log2,4.0,entropy,balanced,True,0.7816127555968905,0.011595153175603178,0.6632245126673444,0.02235486560298921,0.866089573856564,0.0025634882751301657,0.7315897435897436,0.014394096240286241
15,200,10,2,log2,40.0,gini,balanced,True,0.843618455394415,0.0022442163494657123,0.6617337636515719,0.021357665135079484,0.9335347500396043,0.0018727059953248754,0.7338461538461537,0.00415352958591109
34,400,50,1,,40.0,gini,,True,0.8524159610275859,0.004115317062079221,0.6605644922672786,0.010503515490786378,0.9340348971416932,0.0010678805696197455,0.6604102564102563,0.004749061293452391
11,200,5,3,log2,40.0,entropy,balanced,True,0.8234081248641475,0.005849897518541233,0.6594166359305708,0.02169823977951048,0.9123384705908979,0.0016412456352356687,0.7307692307692306,0.012273456657765426
37,700,50,1,log2,10.0,entropy,balanced,True,0.8305480742698684,0.0038385738506174468,0.6581273237442978,0.018255029418256855,0.9184556543779845,0.0014798310761103225,0.7311794871794872,0.010471588937928383
6,500,50,2,sqrt,,gini,balanced_subsample,True,0.8278792589093374,0.0018114924837738875,0.6557616224042049,0.02415872153570368,0.9209314956887772,0.0007392299468080975,0.7365128205128204,0.0047931575161221885
4,100,2,1,log2,40.0,entropy,balanced,False,0.9649589119985824,0.0,0.6530945462452311,0.011791712255667733,0.9982121438432117,1.3136335981433191e-16,0.693128205128205,0.0053254379428706285
10,100,5,3,log2,30.0,gini,balanced_subsample,False,0.8346831593157091,0.004649399631892964,0.6478276157421542,0.012352775351208753,0.9311539593092991,0.001190240465481128,0.7217435897435898,0.007378915178914832
18,150,100,5,log2,40.0,entropy,balanced,False,0.8067314492746283,0.009093225846372139,0.6438868536451648,0.012735659752749753,0.8930386765338222,0.0014557016932979978,0.7135384615384615,0.003269205630873653
7,200,100,4,sqrt,30.0,entropy,balanced_subsample,True,0.7917403728830512,0.004006092323565411,0.6316254787913179,0.0192098250596746,0.8829157897119062,0.003430879305044764,0.7207179487179488,0.01068637233036398
22,700,100,2,sqrt,20.0,entropy,balanced,True,0.8080496223935466,0.004858145725972749,0.6303078290997225,0.019071248210820953,0.8987598162355444,0.001680440388358527,0.7155897435897435,0.004999408249006728
13,500,5,1,sqrt,40.0,gini,balanced,False,0.9605745789255984,0.0009725574096958845,0.6230268409380563,0.01763892428656754,0.9970896417498359,1.8104872473817536e-05,0.7198974358974359,0.0031512392811769035
14,400,20,2,,30.0,gini,balanced,True,0.8606804974301017,0.0028346449849333813,0.6216748768472906,0.0,0.9527123362074817,0.0006863976572345834,0.714974358974359,0.003345539780574362
27,100,100,2,sqrt,4.0,entropy,balanced_subsample,False,0.7889088843751131,0.008053129088927921,0.617199392989028,0.0200973331664994,0.8789440333129652,0.004923869009115295,0.7012307692307693,0.007651859468141328
2,700,5,10,log2,4.0,gini,balanced,False,0.7741521845430857,0.004162493577004312,0.6077763643272646,0.02782027224535906,0.8646887093489035,0.002774612316753233,0.7248205128205127,0.006564102564102567
25,200,2,10,,10.0,gini,balanced_subsample,True,0.7661598548784868,0.004265711456149582,0.6046454163577959,0.0,0.8729988458143797,0.0007275675646476521,0.7031794871794871,0.005832642957174547
35,150,50,2,,,entropy,,False,0.7946388005452067,0.0,0.6014943960149439,0.0,0.8805417883087786,0.0,0.6743589743589744,0.0
8,150,10,3,log2,,gini,,False,0.7417913229196219,0.019393247387771397,0.6005111422783231,0.01640210004439656,0.923214972729536,0.0012878741039215626,0.7131282051282052,0.0055951514654300925
5,700,20,1,,20.0,gini,balanced,False,0.8690192542984094,0.0,0.5966665592472044,0.02283485523483995,0.9668703464819968,4.8748861041822465e-05,0.6723076923076923,0.0006486723405473857
23,300,2,1,sqrt,4.0,gini,balanced,False,0.8189720668117474,0.0046451387570098325,0.5927957450267984,0.010212342959244702,0.917165682214226,0.0029899567899883198,0.6927179487179487,0.004498812758863842
16,700,2,10,sqrt,4.0,entropy,balanced,False,0.7843228680965847,0.002089711620689421,0.592156862745098,0.0,0.8673953877837374,0.0028713708449681252,0.7135384615384615,0.006098899998899907
17,400,50,5,sqrt,10.0,entropy,,False,0.688066001927574,0.0036604192776381697,0.5760377891719489,0.013544435188000498,0.900210469142508,0.0008863301294539831,0.7166153846153847,0.0025455740812288822
31,500,50,3,sqrt,8.0,entropy,,True,0.6640267175833364,0.006019442673286526,0.5712918660287081,0.0,0.8918980695679724,0.0004914960211939477,0.7157948717948718,0.004704551770740408
39,400,100,1,sqrt,10.0,entropy,,True,0.6851899220457558,0.008211489398231379,0.5618178225173812,0.004737021755663439,0.8960237173829408,0.001304823195984496,0.7162051282051282,0.008112295357245235
9,100,100,4,log2,40.0,entropy,,False,0.6571969828488016,0.005149401113221661,0.5549601275917064,0.02000221289162654,0.8965555480118587,0.0017682892096861232,0.7102564102564103,0.014490242471753309
12,700,2,3,,8.0,gini,balanced_subsample,False,0.7876455251813418,0.0,0.5440923605993613,0.0,0.9011021341118429,0.0,0.6466666666666667,0.0
36,200,20,2,log2,10.0,entropy,,True,0.6466095404335769,0.009482738645973925,0.5331876153939585,0.012156863671806,0.9091950121076333,0.0013501944591277964,0.7213333333333332,0.010607330029823918
24,150,5,10,,20.0,entropy,balanced,False,0.7513457375978776,0.0,0.5294117647058824,0.0,0.8771471247199403,0.0,0.6374358974358975,0.0
38,200,20,3,log2,8.0,gini,,True,0.5984546349956268,0.011395283982250095,0.4950899032576702,0.018429791491853895,0.8898476927603142,0.0016858051136485514,0.7112820512820512,0.004447073515626366
32,300,100,10,sqrt,8.0,entropy,,False,0.6197021159847225,0.010258710630270843,0.4823707894598984,0.0180920141345532,0.8701292235272817,0.0013957054292506779,0.7285128205128205,0.004370723231315379
30,150,5,5,log2,8.0,entropy,,False,0.5877360499117968,0.013296287572678917,0.4744911478004082,0.030411704751741948,0.8961051893090728,0.0031159535534469075,0.708,0.005706842151074284
40,400,10,10,sqrt,10.0,gini,,True,0.5348954297868065,0.005849149869774344,0.420814479638009,0.0,0.8569352977119967,0.0018143643281160284,0.7270769230769231,0.009829044964685908
21,200,10,10,log2,,gini,,False,0.459158765127386,0.009226369410804123,0.3786407766990291,0.0,0.8669631339534252,0.002561795471980938,0.741025641025641,0.011765850584369223
1,200,2,10,log2,10.0,gini,,True,0.40604467805519046,5.551115123125783e-17,0.3786407766990291,0.0,0.8482132753977414,0.004795447461213254,0.7317948717948718,0.016512501987690754
