task,feature_set_name,selection_metric,mean_valid_macro_f1,std_valid_macro_f1,mean_valid_roc_auc,std_valid_roc_auc,mean_train_macro_f1,mean_train_roc_auc,num_surviving_features,best_params_json
Pgp_Broccatelli,fg_top_level,macro_f1,0.8883362334372148,0.010190472731764036,0.9468372627947096,0.002443764158812627,0.98790467192837,0.9993245555474521,534,/data1/tianang/Projects/Intern-S1/train/tree/results/fg_top_level_n40_llm4sdmatch/Pgp_Broccatelli/fg_top_level/best_params.json
Skin_Reaction,fg_top_level,macro_f1,0.7206349206349206,0.0,0.7095959595959596,0.0,0.825113059811391,0.9055495723788406,534,/data1/tianang/Projects/Intern-S1/train/tree/results/fg_top_level_n40_llm4sdmatch/Skin_Reaction/fg_top_level/best_params.json
hERG,fg_top_level,macro_f1,0.7106130360867203,0.0063464442632985745,0.7514871794871796,0.006133299030861988,0.8230514810884519,0.9205512933668274,534,/data1/tianang/Projects/Intern-S1/train/tree/results/fg_top_level_n40_llm4sdmatch/hERG/fg_top_level/best_params.json
SARSCoV2_Vitro_Touret,fg_top_level,macro_f1,0.6487762922057622,0.028962394148191788,0.6082720588235295,0.015154265291855873,0.6140544301394952,0.8698293563690435,534,/data1/tianang/Projects/Intern-S1/train/tree/results/fg_top_level_n40_llm4sdmatch/SARSCoV2_Vitro_Touret/fg_top_level/best_params.json
