task,model_family,feature_set_name,selection_metric,selection_mode,mean_valid_macro_f1,std_valid_macro_f1,mean_valid_roc_auc,std_valid_roc_auc,mean_train_macro_f1,mean_train_roc_auc,final_valid_macro_f1,final_valid_roc_auc,num_surviving_features,best_params_json
BBB_Martins,figs,fg_top_level,macro_f1,train_cv_5fold,0.6183026899893977,0.07202198111385325,0.6454869227924294,0.07143884036189886,0.6063846311136004,0.6419462870035713,0.5506682369809002,0.5437710437710438,534,/data1/tianang/Projects/Intern-S1/train/tree/results/tmp_figs_smoke/BBB_Martins/fg_top_level/best_params.json
