candidate_index,max_rules,max_trees,min_impurity_decrease,max_features,max_depth,mean_train_macro_f1,std_train_macro_f1,mean_valid_macro_f1,std_valid_macro_f1,mean_train_roc_auc,std_train_roc_auc,mean_valid_roc_auc,std_valid_roc_auc
17,32,,0.0001,,2.0,0.9981766115364386,0.0036467769271228967,0.8756943982818118,0.045036775923801176,0.9999763872491145,4.72255017709422e-05,0.8984662485065712,0.05184383342840122
34,16,2.0,0.0001,,4.0,0.9385287768342396,0.018168627432343397,0.837022972547166,0.05552751643406803,0.9193567956108064,0.023081080926552963,0.8009139784946235,0.0635530061980258
6,16,4.0,0.0001,,,0.9924708783294316,0.007038175340430988,0.8280576489229707,0.0841436536434162,0.994351598490636,0.006742713801904518,0.8136529271206691,0.08623631602791931
24,12,3.0,0.005,,10.0,0.9714417787501819,0.010430233960447729,0.8211519583154961,0.0700277528253733,0.9727738037363706,0.011593292812650681,0.7914829749103942,0.06574731998027278
4,32,3.0,0.0005,sqrt,,1.0,0.0,0.820359623448093,0.06810649850980682,1.0,4.965068306494546e-17,0.8377807646356035,0.09910374298815464
29,6,,0.01,,4.0,0.9197360395760195,0.011694884424947248,0.8185304659498207,0.06939032643453145,0.9067591615158459,0.018562546530204005,0.7846908602150536,0.07511047703778068
23,6,2.0,0.005,sqrt,4.0,0.8678210223401258,0.01673624205524432,0.8167701340957787,0.05781934621625537,0.8796755677477603,0.030901725735346185,0.8489321983273597,0.042649535753291785
5,24,2.0,0.001,,3.0,0.9218270422234941,0.015384180712799582,0.8165381661349403,0.057048692747315784,0.8986675926568974,0.017443502306663927,0.7725746714456392,0.0652612137511846
9,48,3.0,0.005,,2.0,0.9231642547529205,0.010606802689991843,0.8159477099494831,0.06029280098698837,0.9223440053707435,0.030812503249920162,0.7981302270011947,0.0491505024795172
36,48,3.0,0.005,,10.0,1.0,0.0,0.8155717848459785,0.06554613397360942,1.0,0.0,0.8166427718040621,0.061753726961333334
10,12,8.0,0.0,sqrt,8.0,0.9381794592906557,0.018744759138857744,0.8154817557607865,0.027439621680624863,0.952882804361414,0.013108704974631557,0.8117159498207884,0.05885546540897529
31,32,2.0,0.005,,8.0,0.9709958630260621,0.011251127101035352,0.813399897593446,0.09652108078348128,0.9732280019445794,0.011020284140213001,0.7750149342891278,0.10828671201406986
11,16,6.0,0.0005,sqrt,6.0,0.9315947422791062,0.018963631238814786,0.8081590452558196,0.060084098018034465,0.9740636849781236,0.010391147814858696,0.8713620071684588,0.05478755914560835
21,32,8.0,0.0005,sqrt,6.0,0.9963123984147837,0.004516832386607546,0.8070153735740726,0.0788593229318663,0.9998101141282959,0.0002447352118695386,0.8336887694145758,0.08581059576766502
30,24,3.0,0.0005,,10.0,1.0,0.0,0.8038707788773891,0.06763371544489555,1.0,0.0,0.8089859617682198,0.06661123178587595
14,4,4.0,0.001,,6.0,0.8973325730582522,0.012493286574533413,0.800590585489779,0.07212336219345106,0.8745609764566984,0.01563141010873807,0.7687320788530465,0.07171460561021122
